time_ns,max_queue_bytes,max_total_buffer_bytes
2007657000,96,168
2007658000,72,72
2007659000,72,72
2007676000,72,72
2007677000,432,672
2007680000,72,72
2007685000,1144,1144
2007688000,560,560
2007690000,1048,1048
2007691000,2240,2240
2007692000,1048,1048
2007693000,312,552
2007694000,1048,1048
2007695000,1264,2312
2007710000,144,144
2007723000,1120,1216
2007724000,1288,1288
2007732000,144,144
2007741000,96,96
2007742000,2336,2336
2007745000,72,72
2007748000,1192,1192
2007755000,3456,3456
2007756000,96,96
2007757000,1048,1048
2007758000,144,240
2007764000,2192,2192
2007765000,1048,2096
2007766000,1048,1720
2007767000,240,240
2007773000,72,72
2007776000,144,144
2007783000,1048,1192
2007786000,240,240
2007787000,1048,1048
2007788000,144,144
2007790000,96,96
2007792000,1048,1608
2007793000,1048,1048
2007794000,6288,6288
2007795000,9720,9720
2007796000,9720,9720
2007797000,8056,8056
2007798000,4624,4624
2007799000,1480,1480
2007801000,1048,1120
2007805000,432,528
2007806000,1288,1288
2007807000,1048,1048
2007808000,144,144
2007812000,240,240
2007815000,2096,2096
2007816000,240,240
2007819000,1048,1048
2007820000,2240,2336
2007821000,2096,2096
2007822000,2096,2096
2007823000,4288,4288
2007824000,4720,4720
2007825000,1480,1480
2007832000,1048,2096
2007833000,144,144
2007834000,1480,1480
2007835000,96,96
2007840000,96,96
2007842000,96,96
2007845000,144,144
2007853000,96,96
2007856000,1192,1264
2007860000,72,72
2007862000,72,72
2007867000,1048,1048
2007868000,3240,3240
2007869000,5184,5256
2007870000,5240,5240
2007871000,4432,4432
2007872000,3384,3384
2007873000,2240,2240
2007874000,1048,1680
2007875000,4192,4192
2007876000,6384,6384
2007877000,7432,7432
2007878000,7336,7336
2007879000,10480,10480
2007880000,10480,10480
2007881000,9864,9864
2007882000,10424,11080
2007883000,7712,7712
2007884000,5128,7296
2007885000,2040,2040
2007886000,96,96
2007887000,1120,1120
2007888000,1288,1288
2007889000,144,144
2007893000,96,96
2007896000,2096,2336
2007897000,1288,1288
2007898000,2656,2656
2007899000,144,144
2007901000,96,96
2007907000,1048,1048
2007908000,1288,1288
2007924000,144,144
2007925000,72,72
2007926000,96,96
2007927000,1120,1216
2007929000,2096,2096
2007930000,2192,2432
2007931000,3144,3144
2007932000,1480,1480
2007936000,1288,1288
2007937000,1264,1264
2007938000,72,72
2007944000,3288,3288
2007945000,3144,3144
2007946000,2096,2168
2007947000,2096,2096
2007948000,3800,3800
2007949000,2752,4456
2007950000,2624,4472
2007951000,72,144
2007952000,72,72
2007954000,3144,3240
2007955000,4336,4336
2007956000,3944,3944
2007957000,240,240
2007969000,1048,1048
2007970000,1288,1288
2007972000,72,72
2007975000,72,72
2007978000,144,144
2007981000,2096,2096
2007982000,1048,1264
2007983000,3480,3480
2007984000,3144,4336
2007985000,5240,5240
2007986000,9432,9432
2007987000,14056,14056
2007988000,15104,15104
2007989000,16152,16248
2007990000,14728,15872
2007991000,12200,12200
2007992000,9056,9056
2007993000,5912,5912
2007994000,2768,2768
2007996000,96,96
2008000000,240,240
2008002000,4192,4288
2008003000,11528,11528
2008004000,17816,17816
2008005000,23056,23200
2008006000,29344,29344
2008007000,35632,35632
2008008000,40384,40384
2008009000,46672,46672
2008010000,50864,50864
2008011000,56664,56664
2008012000,61904,62336
2008013000,66096,67144
2008014000,74480,74480
2008015000,81816,83296
2008016000,88104,88104
2008017000,94392,94392
2008018000,102776,102776
2008019000,109136,109136
2008020000,115080,116200
2008021000,119272,121464
2008022000,123952,126048
2008023000,130240,132336
2008024000,136528,138624
2008025000,143864,145152
2008026000,150736,151784
2008027000,155976,155976
2008028000,161704,162264
2008029000,168720,168792
2008030000,169768,170888
2008031000,172592,172592
2008032000,172592,172592
2008033000,171544,171544
2008034000,170496,170496
2008035000,173248,173248
2008036000,173248,174296
2008037000,173248,174296
2008038000,173248,174296
2008039000,173808,174856
2008040000,174368,174368
2008041000,174368,174368
2008042000,174000,174000
2008043000,179384,179384
2008044000,182528,182528
2008045000,184624,184624
2008046000,185912,185912
2008047000,185912,185912
2008048000,183200,183272
2008049000,181104,181104
2008050000,177960,179008
2008051000,174816,174960
2008052000,171672,171672
2008053000,168456,168456
2008054000,165312,165312
2008055000,162168,162240
2008056000,159368,159368
2008057000,156224,156224
2008058000,153080,153080
2008059000,149936,150080
2008060000,146792,147424
2008061000,143648,143648
2008062000,140504,141624
2008063000,137920,138304
2008064000,135824,139840
2008065000,133800,137040
2008066000,130656,133800
2008067000,127512,131088
2008068000,124368,124800
2008069000,123416,123416
2008070000,121320,121320
2008071000,118176,118248
2008072000,115032,115032
2008073000,111888,111888
2008074000,108744,108744
2008075000,105016,105016
2008076000,101872,101872
2008077000,98728,98728
2008078000,97192,97192
2008079000,97192,97192
2008080000,95288,95288
2008081000,92144,92144
2008082000,89000,89000
2008083000,86176,86176
2008084000,83032,83032
2008085000,81008,82200
2008086000,78912,81008
2008087000,76768,76768
2008088000,73040,73040
2008089000,70944,70944
2008090000,67800,67800
2008091000,65216,65216
2008092000,62464,62464
2008093000,59320,59320
2008094000,56176,58368
2008095000,53032,55128
2008096000,50936,53032
2008097000,48280,48280
2008098000,45136,45136
2008099000,42360,42360
2008100000,39216,39216
2008101000,37192,37192
2008102000,33904,33904
2008103000,30760,30760
2008104000,27616,28176
2008105000,24472,24472
2008106000,21328,21328
2008107000,20112,20112
2008108000,16968,16968
2008109000,13880,13880
2008110000,12736,15976
2008111000,10712,11760
2008112000,7304,9904
2008113000,5040,6088
2008114000,2800,3360
2008115000,3240,3240
2008116000,4336,4336
2008117000,6432,6432
2008118000,6504,6504
2008119000,6504,6504
2008120000,6288,6720
2008121000,6288,6288
2008122000,5672,5672
2008123000,5672,5672
2008124000,6288,6288
2008125000,6288,6288
2008126000,6288,6288
2008127000,6288,6288
2008128000,5744,5744
2008129000,2600,2600
2008130000,96,96
2008131000,96,96
2008133000,96,96
2008134000,144,144
2008137000,1360,1504
2008140000,1048,1048
2008141000,144,144
2008148000,72,72
2008151000,1048,1048
2008152000,1048,1192
2008153000,1048,1048
2008156000,2096,2096
2008157000,3288,3288
2008158000,1288,1288
2008159000,1144,1144
2008162000,96,96
2008163000,144,144
2008169000,1120,1120
2008170000,96,96
2008177000,72,72
2008178000,96,96
2008180000,2192,2192
2008182000,96,96
2008183000,1048,1048
2008184000,2240,2240
2008185000,2264,2264
2008187000,336,336
2008191000,96,96
2008197000,96,96
2008205000,72,144
2008206000,96,96
2008208000,144,144
2008210000,96,96
2008214000,560,560
2008215000,240,240
2008220000,72,72
2008223000,96,96
2008225000,144,144
2008226000,72,72
2008228000,3144,3144
2008229000,5240,5240
2008230000,8768,8768
2008231000,10056,10056
2008232000,10056,10056
2008233000,8864,8864
2008234000,6840,6840
2008235000,4016,4016
2008236000,632,632
2008238000,560,560
2008241000,560,560
2008242000,1048,1048
2008247000,1048,1048
2008248000,1480,1480
2008251000,2096,2168
2008252000,3384,3384
2008253000,1048,1048
2008254000,1048,1048
2008257000,96,96
2008266000,1120,1120
2008267000,1048,1048
2008269000,1680,1680
2008270000,1048,1144
2008271000,240,240
2008281000,1608,1752
2008282000,1048,1048
2008283000,1048,1048
2008293000,72,72
2008294000,2096,2096
2008295000,6360,6360
2008296000,8456,8456
2008297000,6528,6528
2008298000,4864,4864
2008299000,1480,2600
2008300000,1048,1048
2008303000,1048,1048
2008310000,96,96
2008320000,1048,1048
2008321000,2192,3240
2008322000,1048,1192
2008325000,432,432
2008329000,72,72
2008330000,96,96
2008331000,96,96
2008332000,72,72
2008335000,1120,1120
2008339000,96,96
2008340000,72,72
2008342000,1192,1192
2008343000,72,72
2008344000,72,72
2008349000,144,144
2008361000,144,144
2008362000,1048,1192
2008365000,72,72
2008367000,1048,1048
2008368000,96,96
2008371000,240,240
2008373000,72,72
2008374000,144,144
2008378000,3144,3144
2008379000,3288,3288
2008380000,3384,3384
2008381000,240,240
2008382000,72,72
2008385000,1608,1608
2008386000,1048,1048
2008387000,1048,1144
2008389000,72,72
2008390000,1120,1216
2008393000,72,72
2008402000,312,312
2008404000,2240,2240
2008405000,1608,1608
2008406000,1048,1048
2008407000,240,240
2008409000,560,560
2008411000,144,144
2008412000,72,72
2008414000,72,72
2008417000,144,144
2008424000,1144,1144
2008425000,240,240
2008432000,72,72
2008434000,96,96
2008439000,96,96
2008440000,144,144
2008441000,2168,2168
2008442000,2096,2096
2008443000,2096,2096
2008444000,1048,1048
2008445000,1048,1048
2008446000,1048,1048
2008447000,1144,1144
2008448000,1192,1264
2008449000,1192,1192
2008451000,656,656
2008457000,2096,2096
2008458000,2240,2240
2008459000,504,504
2008466000,240,240
2008470000,144,144
2008480000,240,240
2008481000,1120,1120
2008484000,72,72
2008485000,72,72
2008489000,1048,1048
2008490000,1048,1048
2008491000,1288,1288
2008492000,96,96
2008493000,72,72
2008497000,72,72
2008501000,72,72
2008502000,6288,6288
2008503000,15720,15720
2008504000,24104,24104
2008505000,32488,33728
2008506000,39824,40872
2008507000,48208,49400
2008508000,56592,56592
2008509000,66024,66024
2008510000,75456,75456
2008511000,85128,85128
2008512000,94560,94560
2008513000,104064,104064
2008514000,112448,112448
2008515000,121880,121880
2008516000,129776,129776
2008517000,139208,139208
2008518000,148640,148640
2008519000,158072,158072
2008520000,166552,166552
2008521000,175984,175984
2008522000,185416,185416
2008523000,193312,193312
2008524000,202280,202280
2008525000,207520,207520
2008526000,213808,213808
2008527000,217536,217536
2008528000,221824,221824
2008529000,223920,225064
2008530000,226224,226224
2008531000,223080,223080
2008532000,219936,219936
2008533000,216792,216792
2008534000,213648,213648
2008535000,211064,211064
2008536000,210920,210920
2008537000,207776,207776
2008538000,205680,206728
2008539000,204240,209720
2008540000,201096,205768
2008541000,197952,201336
2008542000,194808,196904
2008543000,191664,193760
2008544000,191176,191176
2008545000,189176,189176
2008546000,186032,187880
2008547000,184008,186104
2008548000,182960,183104
2008549000,182960,183200
2008550000,181912,181912
2008551000,180616,180616
2008552000,177472,177616
2008553000,175376,175376
2008554000,172232,173424
2008555000,169088,169160
2008556000,165944,165944
2008557000,162800,162800
2008558000,159656,159656
2008559000,159656,159656
2008560000,157560,157560
2008561000,155464,155464
2008562000,155464,155464
2008563000,153680,153680
2008564000,150536,150680
2008565000,147392,147392
2008566000,146440,146440
2008567000,143296,143296
2008568000,140152,140152
2008569000,137008,137008
2008570000,134912,134912
2008571000,133960,133960
2008572000,130792,130792
2008573000,127648,127648
2008574000,124504,124600
2008575000,121360,121360
2008576000,119264,119264
2008577000,116120,116192
2008578000,112976,112976
2008579000,109832,109832
2008580000,107248,107320
2008581000,104104,104104
2008582000,100960,100960
2008583000,98304,98304
2008584000,95160,95160
2008585000,94112,94256
2008586000,94112,94112
2008587000,94112,94112
2008588000,93064,93064
2008589000,91432,91432
2008590000,89336,89336
2008591000,88288,88288
2008592000,86624,86720
2008593000,84528,84528
2008594000,84672,84912
2008595000,81528,81528
2008596000,78848,78848
2008597000,75704,75704
2008598000,72560,72560
2008599000,69904,69904
2008600000,66176,66176
2008601000,63032,63104
2008602000,59888,59888
2008603000,57584,57584
2008604000,54904,54904
2008605000,52152,52152
2008606000,49424,49424
2008607000,46112,46816
2008608000,43528,43528
2008609000,39824,39824
2008610000,37488,37488
2008611000,34344,34344
2008612000,31200,31200
2008613000,27744,27744
2008614000,25552,25552
2008615000,21680,21680
2008616000,21680,21680
2008617000,19728,19728
2008618000,16584,16584
2008619000,13440,13536
2008620000,10912,10912
2008621000,8816,8816
2008622000,7648,7720
2008623000,3944,3944
2008624000,656,656
2008627000,1048,1048
2008630000,72,72
2008631000,96,96
2008636000,96,96
2008644000,2096,2096
2008645000,2336,2336
2008646000,96,96
2008649000,240,312
2008653000,1120,1120
2008654000,1048,1144
2008655000,1048,1048
2008656000,1048,1048
2008657000,1048,1048
2008658000,240,240
2008664000,96,96
2008665000,96,96
2008669000,560,560
2008670000,1048,2096
2008671000,4264,5312
2008672000,5912,5984
2008673000,4376,4376
2008674000,1552,1696
2008688000,1048,1048
2008689000,2752,2752
2008690000,240,240
2008700000,1048,1048
2008701000,240,336
2008702000,1048,2096
2008703000,1048,1048
2008704000,1480,1480
2008705000,144,144
2008706000,1048,1048
2008711000,72,72
2008731000,144,144
2008733000,1048,1120
2008734000,1120,1120
2008736000,1264,1264
2008737000,1048,1048
2008741000,3288,3288
2008742000,3144,3144
2008743000,1288,1288
2008755000,1120,1120
2008756000,144,144
2008758000,1048,1048
2008759000,1048,1048
2008760000,1048,1048
2008762000,560,560
2008767000,72,72
2008768000,1048,1048
2008769000,1048,1288
2008770000,3144,3144
2008771000,3800,3896
2008772000,4192,4824
2008773000,2528,2528
2008777000,96,96
2008782000,72,72
2008786000,240,240
2008789000,1048,1048
2008790000,1048,3144
2008791000,3144,3384
2008792000,5240,5240
2008793000,5944,5944
2008794000,3088,4136
2008795000,2384,3936
2008796000,144,216
2008801000,2096,2096
2008802000,4288,4288
2008803000,5672,5672
2008804000,4624,4624
2008805000,2336,2336
2008807000,4192,4192
2008808000,5672,5672
2008809000,2384,2384
2008811000,96,96
2008815000,560,656
2008817000,1048,1048
2008828000,2240,2240
2008829000,144,144
2008835000,72,72
2008842000,96,96
2008845000,1048,1048
2008848000,72,72
2008854000,96,96
2008859000,1120,1680
2008866000,1048,1048
2008867000,1048,1048
2008869000,2096,2096
2008870000,6288,7480
2008871000,8720,10816
2008872000,7912,7912
2008873000,7816,8936
2008874000,6528,7576
2008875000,8384,8384
2008876000,9184,9184
2008877000,8208,8208
2008878000,7888,10080
2008879000,5624,5768
2008880000,4576,4576
2008881000,1192,1264
2008884000,144,144
2008887000,72,72
2008892000,72,72
2008894000,1048,1048
2008895000,72,72
2008897000,1120,1120
2008898000,2336,2336
2008899000,560,560
2008900000,96,96
2008901000,1048,1048
2008904000,144,144
2008906000,72,144
2008908000,96,96
2008909000,72,72
2008911000,2192,2192
2008912000,2096,2096
2008913000,2096,2096
2008914000,2528,3744
2008916000,72,144
2008917000,72,72
2008925000,1120,1216
2008926000,1288,1288
2008931000,144,144
2008932000,72,72
2008937000,72,72
2008938000,96,96
2008939000,72,72
2008944000,144,144
2008950000,144,144
2008954000,2096,2096
2008955000,4336,4336
2008956000,4336,4336
2008957000,4752,4752
2008958000,3776,4824
2008959000,2168,2168
2008960000,1048,1120
2008961000,3312,3312
2008962000,6456,6552
2008963000,9672,9672
2008964000,7960,7960
2008965000,4816,4816
2008966000,1672,3056
2008970000,1048,1048
2008971000,240,240
2008974000,2096,3216
2008975000,4432,5480
2008976000,3704,3944
2008977000,4192,4192
2008978000,4752,4752
2008979000,5240,5240
2008980000,2528,2528
2008984000,72,72
2008987000,1048,1192
2008988000,2168,2168
2008989000,3144,3144
2008990000,3144,3312
2008991000,432,432
2008994000,144,216
2008996000,2096,2096
2008997000,4896,4896
2008998000,5312,5456
2008999000,5312,5312
2009000000,5240,5240
2009001000,6792,6792
2009002000,6360,10008
2009003000,15792,16224
2009004000,24104,24104
2009005000,32488,32488
2009006000,39824,39824
2009007000,49256,49256
2009008000,58688,58688
2009009000,68120,68120
2009010000,76504,76504
2009011000,84888,84888
2009012000,93272,93272
2009013000,101656,101656
2009014000,107944,107944
2009015000,115280,115280
2009016000,119056,119056
2009017000,124296,125488
2009018000,130584,131632
2009019000,136872,138064
2009020000,147352,147352
2009021000,155736,155736
2009022000,165168,165168
2009023000,173552,173552
2009024000,181936,181936
2009025000,191440,191440
2009026000,197824,197824
2009027000,198992,198992
2009028000,196432,196432
2009029000,193288,193288
2009030000,190144,190144
2009031000,187000,187072
2009032000,184904,184904
2009033000,186512,186752
2009034000,189800,189800
2009035000,187944,187944
2009036000,185360,185360
2009037000,182776,182776
2009038000,180680,180680
2009039000,177536,177776
2009040000,174952,174952
2009041000,171808,171808
2009042000,170760,170760
2009043000,171808,171880
2009044000,177384,178576
2009045000,175504,178792
2009046000,172360,174696
2009047000,169216,169216
2009048000,167120,167120
2009049000,163976,163976
2009050000,160832,160832
2009051000,157688,157688
2009052000,157200,158248
2009053000,157128,157272
2009054000,156080,156080
2009055000,155272,155272
2009056000,152616,152712
2009057000,152760,152760
2009058000,149616,149616
2009059000,149712,149712
2009060000,146568,146568
2009061000,143424,143424
2009062000,140280,140280
2009063000,138256,138256
2009064000,135112,135112
2009065000,131968,131968
2009066000,128824,128824
2009067000,125680,125680
2009068000,122536,122536
2009069000,119392,119392
2009070000,116248,116248
2009071000,113104,113200
2009072000,109960,109960
2009073000,106816,106816
2009074000,103672,103672
2009075000,100528,100528
2009076000,100184,100184
2009077000,97040,97040
2009078000,93896,93896
2009079000,90752,92848
2009080000,88168,93968
2009081000,86144,93960
2009082000,83000,87672
2009083000,79856,81240
2009084000,77760,77856
2009085000,74616,74688
2009086000,71472,71712
2009087000,68256,69304
2009088000,65112,65112
2009089000,61872,61872
2009090000,60824,60824
2009091000,60384,60384
2009092000,57120,57120
2009093000,53976,53976
2009094000,51320,51320
2009095000,51320,51320
2009096000,49368,49368
2009097000,46256,46256
2009098000,43112,43112
2009099000,41088,41088
2009100000,37944,38088
2009101000,34800,34800
2009102000,31176,31176
2009103000,28448,28448
2009104000,27400,27496
2009105000,27400,27400
2009106000,25064,25064
2009107000,25160,25160
2009108000,21288,21288
2009109000,18488,18488
2009110000,15272,15416
2009111000,12544,12544
2009112000,10448,10448
2009113000,7088,7088
2009114000,3944,4040
2009115000,800,800
2009116000,2096,2096
2009117000,5240,5240
2009118000,6528,6528
2009119000,5480,5480
2009120000,4192,4192
2009121000,3144,3216
2009122000,3144,3144
2009123000,1480,1696
2009129000,1144,1144
2009130000,1192,1192
2009132000,96,96
2009135000,144,144
2009153000,1048,1048
2009154000,1288,1288
2009155000,96,96
2009166000,1048,1048
2009167000,1048,1048
2009168000,2728,2728
2009169000,3704,3704
2009170000,2240,3288
2009171000,1048,1048
2009172000,3144,3144
2009173000,6744,6984
2009174000,5840,5840
2009175000,3432,3432
2009176000,144,144
2009181000,72,72
2009185000,96,96
2009189000,96,96
2009190000,240,384
2009192000,800,800
2009193000,1048,1048
2009194000,2336,3384
2009197000,240,240
2009201000,72,72
2009203000,1360,1360
2009205000,72,72
2009207000,72,72
2009213000,1144,1144
2009214000,1048,1048
2009215000,1048,1048
2009217000,96,96
2009218000,144,144
2009226000,72,72
2009232000,96,96
2009242000,3144,3144
2009243000,3288,3288
2009244000,1048,1048
2009249000,72,72
2009252000,96,96
2009255000,96,96
2009256000,72,72
2009263000,144,144
2009266000,1048,2096
2009267000,1048,1192
2009268000,2192,2192
2009269000,240,336
2009279000,96,96
2009281000,72,72
2009282000,144,144
2009284000,96,96
2009285000,1048,1048
2009286000,1120,2168
2009287000,3144,4192
2009288000,5800,7896
2009289000,10480,14672
2009290000,10720,16392
2009291000,9768,15512
2009292000,8816,16248
2009293000,8624,16728
2009294000,10200,15624
2009295000,6960,9144
2009296000,3672,3672
2009297000,1144,1144
2009303000,72,72
2009313000,560,560
2009315000,144,144
2009317000,96,96
2009319000,1048,1048
2009324000,240,240
2009327000,72,144
2009331000,144,216
2009333000,2096,2096
2009334000,2240,2312
2009341000,96,96
2009342000,240,312
2009349000,240,240
2009350000,96,96
2009356000,96,96
2009358000,560,560
2009360000,96,168
2009371000,1048,1048
2009374000,96,96
2009376000,2096,2096
2009377000,2240,2240
2009378000,1192,1192
2009379000,1048,1048
2009380000,240,240
2009381000,1288,1288
2009383000,2192,3312
2009384000,2896,3944
2009385000,1048,1144
2009386000,1048,1048
2009398000,432,432
2009404000,240,240
2009408000,1048,1048
2009409000,1048,1288
2009410000,3240,3240
2009411000,240,240
2009413000,72,72
2009420000,72,72
2009424000,72,72
2009431000,560,560
2009432000,2656,4848
2009433000,4192,4432
2009434000,5480,5480
2009435000,3384,4504
2009436000,1288,1288
2009443000,1192,1192
2009449000,2192,2192
2009450000,96,96
2009459000,2192,2192
2009460000,2096,2096
2009461000,1048,1048
2009462000,1048,1048
2009464000,1120,1120
2009465000,2096,2096
2009466000,3144,3216
2009467000,5240,5240
2009468000,6040,6040
2009469000,6040,6040
2009470000,6720,6720
2009471000,3576,3576
2009472000,3144,3576
2009473000,4336,4336
2009474000,4192,4192
2009475000,7720,7720
2009476000,7720,7720
2009477000,6672,6672
2009478000,4432,4432
2009479000,1288,1288
2009483000,1144,1144
2009485000,1144,1144
2009486000,240,240
2009487000,3384,3384
2009488000,3384,3384
2009489000,3144,3240
2009490000,3144,3144
2009491000,3144,3144
2009492000,3088,3088
2009493000,1048,1048
2009494000,2168,2264
2009498000,1048,1048
2009499000,2096,2096
2009500000,2096,3216
2009501000,2480,2480
2009502000,5240,5240
2009503000,13624,13624
2009504000,23056,23056
2009505000,31536,31536
2009506000,37824,37824
2009507000,47256,47256
2009508000,55640,55640
2009509000,64024,64024
2009510000,72408,72408
2009511000,80792,80792
2009512000,89488,89488
2009513000,98824,98824
2009514000,106232,106232
2009515000,115176,115176
2009516000,123560,123560
2009517000,130896,130896
2009518000,137184,137256
2009519000,142424,142424
2009520000,148712,148712
2009521000,155000,155000
2009522000,161288,161288
2009523000,170792,170792
2009524000,177640,177640
2009525000,184976,184976
2009526000,191848,191848
2009527000,194528,195672
2009528000,195576,195576
2009529000,197672,197768
2009530000,201472,201472
2009531000,202520,203568
2009532000,202520,203736
2009533000,201248,201344
2009534000,198104,198176
2009535000,194960,194960
2009536000,191816,191816
2009537000,188672,188672
2009538000,185528,185528
2009539000,184408,184408
2009540000,184168,184168
2009541000,185456,185456
2009542000,182312,182312
2009543000,179168,179168
2009544000,177704,177704
2009545000,174560,174560
2009546000,171416,171416
2009547000,168272,168272
2009548000,165616,165616
2009549000,162472,162472
2009550000,159328,159328
2009551000,155624,155624
2009552000,152480,153040
2009553000,149336,150456
2009554000,146192,146192
2009555000,143608,143608
2009556000,141512,141512
2009557000,138928,139000
2009558000,136832,136832
2009559000,134832,135976
2009560000,131688,131688
2009561000,129664,129664
2009562000,126520,126520
2009563000,123376,124008
2009564000,121352,121352
2009565000,120304,120864
2009566000,117256,118304
2009567000,114112,119352
2009568000,110968,117736
2009569000,108384,112008
2009570000,105240,105480
2009571000,102096,102096
2009572000,98952,98952
2009573000,95808,95808
2009574000,93712,93856
2009575000,90568,90568
2009576000,88544,88544
2009577000,85328,85328
2009578000,85328,85328
2009579000,83232,83232
2009580000,82184,82184
2009581000,81136,81136
2009582000,81208,82256
2009583000,79672,79672
2009584000,78624,78696
2009585000,77648,77648
2009586000,75552,75552
2009587000,73920,73920
2009588000,72256,72400
2009589000,70624,70624
2009590000,68528,68528
2009591000,66432,67624
2009592000,65384,66432
2009593000,64336,65480
2009594000,62240,62240
2009595000,59728,59728
2009596000,56584,56584
2009597000,53440,53440
2009598000,49712,49784
2009599000,47936,47936
2009600000,44792,44864
2009601000,41648,41648
2009602000,39656,39656
2009603000,39000,39000
2009604000,39904,39904
2009605000,39736,39880
2009606000,39736,39736
2009607000,39176,39176
2009608000,37512,37512
2009609000,34784,34856
2009610000,32760,32760
2009611000,29544,29544
2009612000,25968,25968
2009613000,22824,22824
2009614000,19680,19680
2009615000,16784,16856
2009616000,15248,17344
2009617000,12104,17488
2009618000,9448,16296
2009619000,6304,11200
2009620000,4280,7424
2009621000,2096,3216
2009622000,2528,2528
2009623000,1048,1048
2009624000,1048,1048
2009625000,1752,1752
2009628000,144,144
2009632000,1144,1144
2009634000,72,72
2009638000,1288,1288
2009639000,1048,1048
2009640000,1048,1048
2009644000,1240,1240
2009647000,72,72
2009651000,96,96
2009655000,72,72
2009658000,144,144
2009661000,72,72
2009669000,72,72
2009670000,72,72
2009671000,144,144
2009674000,144,144
2009675000,96,96
2009682000,72,72
2009686000,72,72
2009699000,1120,1120
2009700000,1048,1048
2009701000,3240,3240
2009702000,3240,3384
2009703000,4264,4264
2009704000,3144,3144
2009705000,1480,1480
2009708000,96,96
2009709000,72,72
2009716000,72,72
2009718000,72,72
2009719000,72,72
2009721000,1048,1048
2009722000,1048,1048
2009734000,1048,1048
2009736000,2656,2656
2009737000,3384,3384
2009738000,1432,2480
2009739000,1048,1048
2009740000,72,72
2009743000,144,144
2009751000,72,72
2009755000,144,144
2009756000,72,72
2009765000,1048,1048
2009772000,144,144
2009775000,1048,1048
2009776000,2336,2432
2009789000,144,144
2009791000,560,560
2009792000,1048,1048
2009793000,1048,1120
2009794000,1048,1048
2009795000,3144,3144
2009796000,5312,5312
2009797000,5744,5744
2009798000,6104,6104
2009799000,2528,2528
2009801000,1264,1264
2009803000,4192,4192
2009804000,4480,5528
2009805000,1336,2040
2009807000,1048,1048
2009808000,1048,1048
2009809000,2168,2168
2009810000,432,432
2009817000,1120,1120
2009818000,1048,1048
2009819000,2096,2096
2009820000,2096,2096
2009821000,1048,1048
2009822000,480,480
2009824000,72,72
2009825000,1048,1048
2009826000,72,72
2009831000,240,240
2009837000,144,144
2009839000,96,96
2009842000,2192,2192
2009843000,704,704
2009855000,144,144
2009856000,72,72
2009862000,144,144
2009864000,1120,1120
2009865000,240,240
2009867000,1048,1048
2009869000,3144,3144
2009870000,4336,4432
2009871000,4192,4192
2009872000,5672,5672
2009873000,2600,2600
2009874000,72,72
2009876000,1048,1048
2009877000,2096,2096
2009878000,2096,2096
2009879000,2096,2096
2009880000,1048,1144
2009881000,432,528
2009883000,96,96
2009884000,96,96
2009885000,96,96
2009889000,72,72
2009893000,656,656
2009900000,96,96
2009901000,1144,1144
2009903000,96,96
2009904000,1192,1192
2009907000,72,72
2009911000,560,560
2009913000,1048,1288
2009918000,168,168
2009920000,72,72
2009924000,96,96
2009925000,144,144
2009936000,72,72
2009939000,72,72
2009940000,560,560
2009945000,240,240
2009950000,1048,1048
2009951000,1048,1144
2009952000,2096,2096
2009953000,1048,1048
2009954000,144,144
2009956000,96,168
2009959000,2240,2240
2009960000,1192,1192
2009961000,1048,1048
2009963000,2096,2096
2009964000,2672,2744
2009965000,96,96
2009970000,560,560
2009974000,96,96
2009975000,72,72
2009980000,1048,1048
2009981000,4336,5384
2009982000,4336,4336
2009983000,2528,2528
2009989000,2384,2384
2009993000,96,96
2009999000,240,240
2010000000,1608,1608
